SITE_ID,F_FID,MR_FID,PANEL_HOOK,BAIT,SPECIES,LENGTH,WEIGHT,COUNT_F,FIN_CURL,OTOLITH,RAY_SPINE,SCALE,FT_PREFIX,FLOY_TAG,M_R,COMMENTS
8932,20200428-134922483-004-004,20200428-134922483-004,30,W,SNSG,578,610,1,,,,,,,,-
8932,20200428-134922483-004-005,20200428-134922483-004,30,W,SNSG,419,250,1,,,,,,,,-
8932,20200428-134922483-004-006,20200428-134922483-004,30,W,SNSG,544,520,1,,,,,,,,-
8932,20200428-134922483-004-007,20200428-134922483-004,30,W,SNSG,555,620,1,,,,,,,,-
8932,20200428-134922483-004-008,20200428-134922483-004,30,W,SNSG,551,640,1,,,,,,,,-
8932,20200428-134922483-004-009,20200428-134922483-004,30,W,SNSG,584,690,1,,,,,,,,-
8932,20200428-134922483-004-010,20200428-134922483-004,30,W,SNSG,553,590,1,,,,,,,,-
8932,20200428-134922483-004-011,20200428-134922483-004,30,W,SNSG,504,450,1,,,,,,,,-
8932,20200428-134922483-004-012,20200428-134922483-004,30,W,SNSG,546,620,1,,,,,,,,-
8932,20200428-134922483-004-013,20200428-134922483-004,30,W,SNSG,640,800,1,,,,,C,63822,B,-
8932,20200428-134922483-004-014,20200428-134922483-004,30,W,SNSG,692,1230,1,,,,,,,,-
8932,20200428-134922483-004-015,20200428-134922483-004,30,W,SNSG,583,720,1,,,,,,,,-
8932,20200428-134922483-004-016,20200428-134922483-004,30,W,SNSG,554,620,1,,,,,,,,-
8932,20200428-134922483-004-017,20200428-134922483-004,30,W,SNSG,675,1170,1,,,,,,,,-
8932,20200428-134922483-004-018,20200428-134922483-004,30,W,SNSG,576,640,1,,,,,,,,-
8932,20200428-134922483-004-019,20200428-134922483-004,30,W,SNSG,576,740,1,,,,,,,,-
8932,20200428-134922483-004-020,20200428-134922483-004,30,W,SNSG,404,220,1,,,,,,,,-
8932,20200428-135613404-005-001,20200428-135613404-005,30,W,SNSG,,,1,,,,,,,,-
8932,20200428-135613404-005-002,20200428-135613404-005,30,W,SNSG,553,640,1,,,,,,,,-
8932,20200428-135613404-005-003,20200428-135613404-005,30,W,SNSG,557,610,1,,,,,,,,-
8932,20200428-135613404-005-004,20200428-135613404-005,30,W,SNSG,535,530,1,,,,,,,,-
8932,20200428-135613404-005-005,20200428-135613404-005,30,W,SNSG,507,520,1,,,,,,,,-
8932,20200428-135613404-005-006,20200428-135613404-005,30,W,SNSG,632,900,1,,,,,,,,-
8932,20200428-135613404-005-007,20200428-135613404-005,30,W,SNSG,569,630,1,,,,,,,,-
8932,20200428-135613404-005-008,20200428-135613404-005,30,W,SNSG,588,750,1,,,,,,,,-
8932,20200428-135613404-005-009,20200428-135613404-005,30,W,SNSG,571,730,1,,,,,,,,-
8932,20200428-135613404-005-010,20200428-135613404-005,30,W,SNSG,402,190,1,,,,,,,,-
8932,20200428-135613404-005-011,20200428-135613404-005,30,W,SNSG,507,430,1,,,,,,,,-
8932,20200428-132135521-001-001,20200428-132135521-001,30,W,SNSG,559,640,1,,,,,,,,-
8932,20200428-132135521-001-002,20200428-132135521-001,30,W,SNSG,521,520,1,,,,,,,,-
8932,20200428-132135521-001-003,20200428-132135521-001,30,W,SNSG,560,630,1,,,,,,,,-
8932,20200428-132135521-001-004,20200428-132135521-001,30,W,SNSG,552,590,1,,,,,,,,-
8932,20200428-132135521-001-005,20200428-132135521-001,30,W,SNSG,610,920,1,,,,,,,,-
8932,20200428-132135521-001-006,20200428-132135521-001,30,W,SNSG,598,710,1,,,,,,,,-
8932,20200428-132135521-001-007,20200428-132135521-001,30,W,SNSG,535,480,1,,,,,,,,-
8932,20200428-132824971-002-001,20200428-132824971-002,30,W,SNSG,623,800,1,,,,,,,,-
8932,20200428-132824971-002-002,20200428-132824971-002,30,W,SNSG,640,960,1,,,,,,,,-
8932,20200428-132824971-002-003,20200428-132824971-002,30,W,SNSG,590,680,1,,,,,,,,-
8932,20200428-132824971-002-004,20200428-132824971-002,30,W,SNSG,583,700,1,,,,,C,04168,R,-
8932,20200428-132824971-002-005,20200428-132824971-002,30,W,SNSG,574,650,1,,,,,,,,-
8932,20200428-132824971-002-006,20200428-132824971-002,30,W,SNSG,610,810,1,,,,,,,,-
8932,20200428-132824971-002-007,20200428-132824971-002,30,W,SNSG,591,810,1,,,,,,,,-
8932,20200428-132824971-002-008,20200428-132824971-002,30,W,SNSG,560,720,1,,,,,,,,-
8932,20200428-132824971-002-009,20200428-132824971-002,30,W,SNSG,658,1150,1,,,,,,,,-
8932,20200428-132824971-002-010,20200428-132824971-002,30,W,SNSG,611,790,1,,,,,,,,-
8932,20200428-132824971-002-011,20200428-132824971-002,30,W,SNSG,554,680,1,,,,,,,,-
8932,20200428-132824971-002-012,20200428-132824971-002,30,W,SNSG,574,720,1,,,,,,,,-
8932,20200428-132824971-002-013,20200428-132824971-002,30,W,FWDM,232,120,1,,,,,,,,-
8932,20200428-133649492-003-001,20200428-133649492-003,30,W,SNSG,532,520,1,,,,,,,,-
8932,20200428-133649492-003-002,20200428-133649492-003,30,W,SNSG,576,710,1,,,,,,,,-
8932,20200428-133649492-003-003,20200428-133649492-003,30,W,SNSG,616,750,1,,,,,,,,-
8932,20200428-133649492-003-004,20200428-133649492-003,30,W,SNSG,655,920,1,,,,,,,,-
8932,20200428-133649492-003-005,20200428-133649492-003,30,W,SNSG,594,820,1,,,,,,,,-
8932,20200428-133649492-003-006,20200428-133649492-003,30,W,SNSG,649,970,1,,,,,,,,-
8932,20200428-133649492-003-007,20200428-133649492-003,30,W,SNSG,578,670,1,,,,,,,,-
8932,20200428-133649492-003-008,20200428-133649492-003,30,W,SNSG,590,740,1,,,,,,,,-
8932,20200428-133649492-003-009,20200428-133649492-003,30,W,SNSG,585,710,1,,,,,,,,-
8932,20200428-133649492-003-010,20200428-133649492-003,30,W,SNSG,473,370,1,,,,,,,,-
8932,20200428-133649492-003-011,20200428-133649492-003,30,W,SNSG,567,740,1,,,,,C,65434,B,-
8932,20200428-133649492-003-012,20200428-133649492-003,30,W,SNSG,635,860,1,,,,,,,,-
8932,20200428-133649492-003-013,20200428-133649492-003,30,W,SNSG,528,480,1,,,,,,,,-
8932,20200428-133649492-003-014,20200428-133649492-003,30,W,SNSG,593,860,1,,,,,,,,-
8932,20200428-133649492-003-015,20200428-133649492-003,30,W,SNSG,567,710,1,,,,,,,,-
8932,20200428-133649492-003-016,20200428-133649492-003,30,W,SNSG,565,740,1,,,,,,,,-
8932,20200428-133649492-003-017,20200428-133649492-003,30,W,SNSG,486,530,1,,,,,,,,-
8932,20200428-133649492-003-018,20200428-133649492-003,30,W,SNSG,518,530,1,,,,,,,,-
8932,20200428-133649492-003-019,20200428-133649492-003,30,W,SNSG,537,650,1,,,,,,,,-
8932,20200428-133649492-003-020,20200428-133649492-003,30,W,SNSG,446,310,1,,,,,,,,-
8932,20200428-133649492-003-021,20200428-133649492-003,30,W,SNSG,657,1130,1,,,,,,,,-
8932,20200428-133649492-003-022,20200428-133649492-003,30,W,SNSG,578,760,1,,,,,,,,-
8932,20200428-133649492-003-023,20200428-133649492-003,30,W,SNSG,557,600,1,,,,,,,,-
8932,20200428-133649492-003-024,20200428-133649492-003,30,W,SNSG,550,600,1,,,,,,,,-
8932,20200428-133649492-003-025,20200428-133649492-003,30,W,SNSG,532,540,1,,,,,,,,-
8932,20200428-133649492-003-026,20200428-133649492-003,30,W,SNSG,554,580,1,,,,,,,,-
8932,20200428-133649492-003-027,20200428-133649492-003,30,W,BLCF,269,170,1,,,,,,,,-
8932,20200428-133649492-003-028,20200428-133649492-003,30,W,CNCF,238,120,1,,,,,,,,-
8932,20200428-134922483-004-001,20200428-134922483-004,30,W,SNSG,576,690,1,,,,,,,,-
8932,20200428-134922483-004-002,20200428-134922483-004,30,W,SNSG,602,810,1,,,,,,,,-
8932,20200428-134922483-004-003,20200428-134922483-004,30,W,SNSG,590,720,1,,,,,,,,-
8932,20200428-140233854-006-008,20200428-140233854-006,30,W,SNSG,385,210,1,,,,,,,,-
8932,20200428-140233854-006-009,20200428-140233854-006,30,W,SNSG,545,560,1,,,,,,,,-
8932,20200428-140233854-006-010,20200428-140233854-006,30,W,SNSG,655,1260,1,,,,,,,,-
8932,20200428-140233854-006-011,20200428-140233854-006,30,W,SNSG,603,690,1,,,,,,,,-
8932,20200428-140233854-006-012,20200428-140233854-006,30,W,SNSG,529,540,1,,,,,,,,-
8932,20200428-140233854-006-013,20200428-140233854-006,30,W,SNSG,511,490,1,,,,,,,,-
8932,20200428-140233854-006-014,20200428-140233854-006,30,W,SNSG,555,660,1,,,,,,,,-
8932,20200428-140233854-006-015,20200428-140233854-006,30,W,SNSG,539,530,1,,,,,,,,-
8932,20200428-140233854-006-016,20200428-140233854-006,30,W,SNSG,557,670,1,,,,,,,,-
8932,20200428-140233854-006-017,20200428-140233854-006,30,W,SNSG,590,760,1,,,,,C,99670,B,-
8932,20200428-140233854-006-018,20200428-140233854-006,30,W,SNSG,602,660,1,,,,,,,,-
8932,20200428-140233854-006-019,20200428-140233854-006,30,W,SNSG,491,460,1,,,,,M,39884,R,-
8932,20200428-140233854-006-020,20200428-140233854-006,30,W,BLCF,404,550,1,,,,,,,,-
8932,20200428-140233854-006-021,20200428-140233854-006,30,W,BLCF,268,120,1,,,,,,,,-
8932,20200428-140233854-006-022,20200428-140233854-006,30,W,BLCF,431,630,1,,,,,,,,-
8932,20200428-140233854-006-023,20200428-140233854-006,30,W,BLCF,277,160,1,,,,,,,,-
8932,20200428-140233854-006-024,20200428-140233854-006,30,W,BLCF,242,90,1,,,,,,,,-
8932,20200428-142342326-008-001,20200428-142342326-008,30,W,STCT,161,,1,,,,,,,,-
8932,20200428-142342326-008-002,20200428-142342326-008,30,W,SNSG,529,550,1,,,,,,,,-
8932,20200428-142342326-008-003,20200428-142342326-008,30,W,SNSG,544,570,1,,,,,,,,-
8932,20200428-142342326-008-004,20200428-142342326-008,30,W,BLCF,270,150,1,,,,,,,,-
8932,20200428-141050025-007-001,20200428-141050025-007,30,W,SNSG,605,780,1,,,,,,,,-
8932,20200428-141050025-007-002,20200428-141050025-007,30,W,SNSG,595,790,1,,,,,,,,-
8932,20200428-141050025-007-003,20200428-141050025-007,30,W,SNSG,555,580,1,,,,,,,,-
8932,20200428-141050025-007-004,20200428-141050025-007,30,W,SNSG,515,490,1,,,,,,,,-
8932,20200428-141050025-007-005,20200428-141050025-007,30,W,SNSG,602,705,1,,,,,,,,-
8932,20200428-141050025-007-006,20200428-141050025-007,30,W,SNSG,546,660,1,,,,,,,,-
8932,20200428-141050025-007-007,20200428-141050025-007,30,W,SNSG,415,240,1,,,,,,,,-
8932,20200428-135613404-005-012,20200428-135613404-005,30,W,SNSG,511,520,1,,,,,,,,-
8932,20200428-135613404-005-013,20200428-135613404-005,30,W,SNSG,516,450,1,,,,,,,,-
8932,20200428-135613404-005-014,20200428-135613404-005,30,W,SNSG,532,500,1,,,,,,,,-
8932,20200428-135613404-005-015,20200428-135613404-005,30,W,SNSG,544,530,1,,,,,,,,-
8932,20200428-135613404-005-016,20200428-135613404-005,30,W,SNSG,585,730,1,,,,,,,,-
8932,20200428-135613404-005-017,20200428-135613404-005,30,W,SNSG,480,380,1,,,,,,,,-
8932,20200428-135613404-005-018,20200428-135613404-005,30,W,SNSG,561,650,1,,,,,,,,-
8932,20200428-135613404-005-019,20200428-135613404-005,30,W,SNSG,599,750,1,,,,,,,,-
8932,20200428-135613404-005-020,20200428-135613404-005,30,W,SNSG,561,570,1,,,,,,,,-
8932,20200428-135613404-005-021,20200428-135613404-005,30,W,SNSG,429,300,1,,,,,,,,-
8932,20200428-135613404-005-022,20200428-135613404-005,30,W,SNSG,527,560,1,,,,,,,,-
8932,20200428-135613404-005-023,20200428-135613404-005,30,W,SNSG,575,690,1,,,,,,,,-
8932,20200428-135613404-005-024,20200428-135613404-005,30,W,SNSG,653,940,1,,,,,,,,-
8932,20200428-135613404-005-025,20200428-135613404-005,30,W,SNSG,587,580,1,,,,,,,,-
8932,20200428-135613404-005-026,20200428-135613404-005,30,W,SNSG,511,460,1,,,,,,,,-
8932,20200428-135613404-005-027,20200428-135613404-005,30,W,SNSG,523,610,1,,,,,,,,-
8932,20200428-135613404-005-028,20200428-135613404-005,30,W,SNSG,396,200,1,,,,,,,,-
8932,20200428-135613404-005-029,20200428-135613404-005,30,W,SNSG,518,520,1,,,,,,,,-
8932,20200428-135613404-005-030,20200428-135613404-005,30,W,SNSG,490,628,1,,,,,C,27835,B,-
8932,20200428-135613404-005-031,20200428-135613404-005,30,W,SNSG,585,730,1,,,,,M,31793,R,-
8932,20200428-135613404-005-032,20200428-135613404-005,30,W,SNSG,565,700,1,,,,,C,100005,B,-
8932,20200428-140233854-006-001,20200428-140233854-006,30,W,SNSG,503,370,1,,,,,,,,-
8932,20200428-140233854-006-002,20200428-140233854-006,30,W,SNSG,574,590,1,,,,,,,,-
8932,20200428-140233854-006-003,20200428-140233854-006,30,W,SNSG,534,570,1,,,,,,,,-
8932,20200428-140233854-006-004,20200428-140233854-006,30,W,SNSG,548,510,1,,,,,,,,-
8932,20200428-140233854-006-005,20200428-140233854-006,30,W,SNSG,567,710,1,,,,,,,,-
8932,20200428-140233854-006-006,20200428-140233854-006,30,W,SNSG,571,630,1,,,,,,,,-
8932,20200428-140233854-006-007,20200428-140233854-006,30,W,SNSG,679,1550,1,,,,,,,,-
8932,20200428-141050025-007-008,20200428-141050025-007,30,W,SNSG,596,790,1,,,,,,,,-
8932,20200428-141050025-007-009,20200428-141050025-007,30,W,SNSG,551,600,1,,,,,C,106656,R,-
8932,20200428-141050025-007-010,20200428-141050025-007,30,W,SNSG,706,1630,1,,,,,,,,-
8932,20200428-141050025-007-011,20200428-141050025-007,30,W,CNCF,286,160,1,,,,,,,,-
8932,20200428-141050025-007-012,20200428-141050025-007,30,W,CNCF,287,160,1,,,,,,,,-
8932,20200428-141050025-007-013,20200428-141050025-007,30,W,FWDM,422,1080,1,,,,,,,,-
